Numero,Nombre_Sanskrit,Nombre_Español,Descripcion,Categoria,Fuente,Dificultad,Notas
1,Padmāsana,Postura del Loto,Sentado con piernas cruzadas cada pie sobre el muslo opuesto,Sentada,Clásica,Básico,Aparece en los 3 textos clásicos de Hatha Yoga
